families	query_name	accession	e_value	score	bias	e_value_dom	score_dom	bias_dom	exp	reg	clu	ov	env	dom	rep	inc	description
GCF_000304515.1_Cm_FSW4_genomic_CDS_0336	cobW	PF02492.22	0,0000008	24.7	1.9	0.017	10.7	0.0	3.7	4	0	0	4	4	0	0	-
GCF_000441655.1_ASM44165v1_genomic_CDS_0778	CofH_C	PF19288.2	6.6e-22	73.6	0.0	1.3e-21	72.6	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0434	CofH_C	PF19288.2	3.1e-13	45.6	0.0	5.2e-13	44.9	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0349	Competence	PF03772.19	2.8e-17	58.8	34.7	2.8e-17	58.8	34.7	1.8	2	0	0	2	2	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0500	Cons_hypoth95	PF03602.18	3.2e-58	192.3	0.0	3.7e-58	192.1	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0407	Cons_hypoth95	PF03602.18	3.2e-09	32.6	0.0	4.7e-09	32.1	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0767	Cons_hypoth95	PF03602.18	3.8e-08	29.1	0.0	0,00000006	28.5	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0427	CorC_HlyC	PF03471.20	4.6e-18	61.0	0.0	9E-18	60.1	0.0	1.5	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0255	CorC_HlyC	PF03471.20	1.7e-14	49.6	0.0	4.2e-14	48.3	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0262	CorC_HlyC	PF03471.20	3.2e-10	35.9	0.4	8.5e-10	34.5	0.1	1.8	2	0	0	2	2	1	1	-
GCF_001398295.1_7396_3_21_genomic_CDS_0914	COX2_TM	PF02790.18	1.2e-16	56.6	1.8	1.3e-16	56.5	1.8	1.0	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0110	Cpn10	PF00166.24	3.8e-29	96.5	1.1	4.3e-29	96.4	1.1	1.0	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0109	Cpn60_TCP1	PF00118.27	1.9e-90	299.7	16.0	2.9e-90	299.2	16.0	1.2	1	1	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0615	Cpn60_TCP1	PF00118.27	2.1e-32	108.3	0.0	2.6e-31	104.7	0.0	2.4	1	1	0	1	1	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0771	Cpn60_TCP1	PF00118.27	1E-28	96.2	0.0	1.2e-26	89.3	0.0	2.8	1	1	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0125	CPSase_L_D2	PF02786.20	3.6e-76	251.3	0.1	5.7e-76	250.6	0.1	1.3	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0135	CPSase_L_D2	PF02786.20	8.8e-11	37.6	0.0	4E-10	35.5	0.0	2.0	1	1	0	1	1	1	1	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0584	Creatinase_N	PF01321.21	1.7e-15	53.7	0.0	2.8e-15	53.0	0.0	1.3	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0701	CRPA	PF05745.14	4.8e-48	158.9	2.7	9E-48	158.0	2.7	1.4	1	1	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0402	CSD2	PF17876.4	1.3e-08	30.8	0.0	1.4e-05	21.1	0.0	2.6	2	0	0	2	2	0	0	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0182	CTP_synth_N	PF06418.17	3.1e-117	386.5	0.0	3.9e-117	386.2	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0462	CTP_transf_1	PF01148.23	4.4e-61	202.9	19.4	5E-61	202.7	19.4	1.0	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0189	CTP_transf_3	PF02348.22	2.9e-67	222.7	0.0	3.7e-67	222.4	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0057	Cu-oxidase_4	PF02578.18	7.6e-42	139.3	0.0	1E-41	138.9	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0714	Cytidylate_kin	PF02224.21	2.9e-73	242.0	0.0	3.3e-73	241.8	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0714	Cytidylate_kin2	PF13189.9	0,000000008	31.9	0.0	1.7e-08	30.7	0.0	1.5	1	1	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0014	Cyt_bd_oxida_I	PF01654.20	2.2e-143	473.7	29.9	2.5e-143	473.6	29.9	1.0	1	0	0	1	1	1	1	-
GCF_000472205.1_E_CS88_f__genomic_CDS_0015	Cyt_bd_oxida_II	PF02322.18	3.3e-82	272.1	24.1	3.8e-82	272.0	24.1	1.0	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0013	DAC	PF02457.19	2.1e-38	126.5	0.1	3.1e-38	126.0	0.1	1.3	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0669	DAHP_synth_1	PF00793.23	2.2e-81	268.6	0.0	2.6e-81	268.4	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0387	DAHP_synth_1	PF00793.23	4.5e-81	267.6	0.0	5.5e-81	267.3	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0135	Dala_Dala_lig_C	PF07478.16	7.7e-72	237.0	0.0	1.2e-71	236.3	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0125	Dala_Dala_lig_C	PF07478.16	1.1e-09	33.9	0.0	3.7e-09	32.3	0.0	1.7	1	1	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0135	Dala_Dala_lig_N	PF01820.24	7.7e-28	93.1	0.0	1.9e-27	91.9	0.0	1.7	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0459	DALR_1	PF05746.18	6.7e-26	86.8	0.0	4.2e-25	84.2	0.0	2.5	2	0	0	2	2	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0810	DALR_1	PF05746.18	2.5e-06	23.6	0.8	0,000006	22.4	0.8	1.6	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0804	DALR_2	PF09190.14	1.3e-08	31.3	0.0	2.9e-08	30.1	0.0	1.6	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0630	DAO	PF01266.27	2E-38	128.8	0.0	2.3e-38	128.6	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0697	DAO	PF01266.27	0,00000004	29.1	8.3	0.00026	16.6	1.7	3.6	3	1	1	4	4	0	0	-
GCF_001183845.1_ASM118384v1_genomic_CDS_0368	DapB_C	PF05173.17	1E-30	102.2	0.0	1.3e-30	101.8	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001183845.1_ASM118384v1_genomic_CDS_0368	DapB_N	PF01113.23	3E-21	71.8	0.0	1.1e-20	70.0	0.0	1.9	1	1	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0568	DAP_epimerase	PF01678.22	4.3e-25	84.2	0.0	6.8e-12	41.6	0.0	2.2	2	0	0	2	2	2	2	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0190	DciA	PF05258.15	3E-11	39.4	0.0	3.6e-11	39.2	0.0	1.2	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0219	dCMP_cyt_deam_1	PF00383.26	1.5e-29	97.8	0.1	2.6e-29	97.0	0.1	1.4	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0100	dCMP_cyt_deam_1	PF00383.26	1.9e-18	62.2	0.1	3.5e-18	61.3	0.1	1.5	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0390	DcpS_C	PF11969.11	1.2e-22	76.5	0.0	1.4e-22	76.2	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001213045.1_5082_8_5_genomic_CDS_0898	DDE_Tnp_1	PF01609.24	8.6e-27	90.1	1.2	1.3e-25	86.3	1.2	2.2	1	1	0	1	1	1	1	-
GCF_001213045.1_5082_8_5_genomic_CDS_0898	DDE_Tnp_1_3	PF13612.9	2.8e-27	91.6	0.1	2.9e-26	88.3	0.0	2.0	1	1	1	2	2	1	1	-
GCF_001213045.1_5082_8_5_genomic_CDS_0898	DDE_Tnp_4	PF13359.9	4.4e-08	28.9	0.3	0,0000001	27.7	0.0	1.7	2	0	0	2	2	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0762	DEAD	PF00270.32	1.2e-19	66.7	0.4	3.8e-19	65.0	0.1	2.0	2	0	0	2	2	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0807	DEAD	PF00270.32	8.1e-11	37.9	0.0	1.7e-10	36.9	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0722	DEAD	PF00270.32	4.7e-09	32.2	0.0	6.8e-08	28.4	0.0	2.3	2	0	0	2	2	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0606	DEAD	PF00270.32	6.6e-08	28.5	0.5	0.0018	14.0	0.0	3.5	3	1	1	4	4	0	0	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0262	DegT_DnrJ_EryC1	PF01041.20	1.6e-13	46.5	1.3	2.6e-13	45.8	0.3	1.7	2	0	0	2	2	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0214	DeoC	PF01791.12	1.2e-62	207.4	0.0	1.5e-62	207.2	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0744	DHBP_synthase	PF00926.22	1.5e-77	255.3	0.2	2.1e-77	254.9	0.2	1.2	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0618	DHDPS	PF00701.25	2.2e-43	144.0	0.0	3.4e-43	143.3	0.0	1.3	1	1	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0624	DHFR_1	PF00186.22	1.1e-28	95.9	0.0	1.4e-28	95.6	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0456	DHH	PF01368.23	1.8e-15	53.3	0.1	2.7e-15	52.7	0.1	1.3	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0774	DHHA1	PF02272.22	4.8e-22	74.8	0.0	1.6e-21	73.1	0.0	2.0	1	0	0	1	1	1	1	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0456	DHHA1	PF02272.22	1.2e-17	60.6	0.0	2.6e-17	59.5	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0368	DHquinase_I	PF01487.18	1.4e-23	80.2	0.0	2.8e-23	79.2	0.0	1.5	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0504	DHQ_synthase	PF01761.23	8E-85	280.1	0.0	9.7e-85	279.8	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0437	DMRL_synthase	PF00885.22	2.4e-43	143.3	0.0	2.6e-43	143.2	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0274	DnaA_N	PF11638.11	1.1e-11	40.3	0.3	2.3e-11	39.3	0.3	1.5	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0513	DnaB	PF00772.24	5.3e-26	86.7	0.0	1.2e-25	85.6	0.0	1.6	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0899	DnaB	PF00772.24	3.1e-13	45.7	0.5	7.9e-13	44.4	0.1	1.9	2	1	0	2	2	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0513	DnaB_C	PF03796.18	2.6e-100	330.8	0.1	5.4e-100	329.8	0.1	1.5	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0899	DnaB_C	PF03796.18	8.3e-78	257.1	0.5	1.1e-77	256.7	0.5	1.2	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0345	DnaJ	PF00226.34	2.4e-30	100.5	1.1	3.7e-30	99.8	1.1	1.3	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0345	DnaJ_C	PF01556.21	7E-42	139.0	0.0	9.1e-42	138.6	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0345	DnaJ_CXXCXGXG	PF00684.22	2E-15	52.8	15.0	3.3e-15	52.1	15.0	1.4	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0336	DnaJ_CXXCXGXG	PF00684.22	3.3e-09	32.9	21.2	0.0067	12.7	0.3	6.2	6	0	0	6	6	0	0	-
GCF_001398295.1_7396_3_21_genomic_CDS_0104	DNA_binding_1	PF01035.23	3.6e-12	42.1	0.0	5.4e-12	41.6	0.0	1.3	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0439	DNA_gyraseA_C	PF03989.16	9.4e-68	219.5	7.0	3E-15	51.4	0.1	6.4	6	0	0	6	6	6	6	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0189	DNA_gyraseB	PF00204.28	1.1e-60	200.0	0.0	1.9e-60	199.2	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0677	DNA_gyraseB	PF00204.28	1.7e-30	101.7	0.5	2.9e-30	100.9	0.5	1.3	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0189	DNA_gyraseB_C	PF00986.24	4.6e-32	106.0	0.2	8.5e-32	105.1	0.2	1.5	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0677	DNA_gyraseB_C	PF00986.24	9.6e-09	31.3	0.0	0,00000002	30.3	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0146	DNA_ligase_aden	PF01653.21	1.3e-97	322.7	0.0	2.2e-97	321.9	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0146	DNA_ligase_OB	PF03120.19	1.6e-32	107.2	0.2	3E-32	106.3	0.2	1.5	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0584	DNA_mis_repair	PF01119.22	1.4e-31	104.6	0.0	2.3e-31	103.9	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0558	DNA_pol3_alpha	PF07733.15	1.7e-93	308.8	0.0	3.1e-93	308.0	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0075	DNA_pol3_beta	PF00712.22	3.4e-34	113.5	1.2	1E-24	83.0	0.0	3.1	3	0	0	3	3	2	2	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0075	DNA_pol3_beta_2	PF02767.19	3.2e-32	107.1	0.3	3.1e-24	81.4	0.0	2.5	2	0	0	2	2	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0075	DNA_pol3_beta_3	PF02768.18	1.6e-19	65.9	0.0	2.9e-18	61.8	0.0	2.4	2	1	0	2	2	1	1	-
GCF_001183845.1_ASM118384v1_genomic_CDS_0336	DNA_pol3_delta2	PF13177.9	5.6e-46	152.5	0.4	9.7e-46	151.7	0.4	1.4	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0185	DNA_pol3_delta2	PF13177.9	2.8e-27	91.7	0.0	3.9e-27	91.2	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0558	DNA_pol3_finger	PF17657.4	1.5e-63	209.0	0.1	3.3e-63	207.9	0.1	1.6	1	0	0	1	1	1	1	-
GCF_001183845.1_ASM118384v1_genomic_CDS_0336	DNA_pol3_gamma3	PF12169.11	0,00000001	31.0	0.1	1.9e-07	26.9	0.1	2.5	1	1	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0633	DNA_pol_A	PF00476.23	8E-141	465.3	0.5	1.2e-140	464.7	0.5	1.3	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0549	DNA_pol_A_exo1	PF01612.23	2.3e-06	23.4	0.1	4.3e-05	19.3	0.0	2.5	1	1	1	2	2	0	0	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0439	DNA_topoisoIV	PF00521.23	1.7e-153	507.4	0.0	2.1e-153	507.1	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0674	DNA_topoisoIV	PF00521.23	1.5e-88	293.4	0.0	1.8e-88	293.1	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0613	DPPIV_N	PF00930.24	6.9e-07	24.2	0.0	0.039	8.6	0.0	4.1	1	1	2	4	4	0	0	-
GCF_006508265.1_ASM650826v1_genomic_CDS_0428	DsbB	PF02600.19	1.2e-10	37.9	18.8	1.4e-09	34.5	18.8	1.9	1	1	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0607	DsbC	PF11412.11	2.1e-13	46.4	0.0	3.5e-13	45.6	0.0	1.4	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0607	DsbD	PF02683.18	8.8e-12	41.3	19.7	1.9e-11	40.2	19.7	1.5	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0296	dsrm	PF00035.29	2.4e-14	49.8	0.0	4.8e-14	48.8	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0451	DUF11	PF01345.21	1.6e-37	124.4	6.8	1.6e-12	43.8	0.2	4.6	4	0	0	4	4	3	3	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0673	DUF1137	PF06587.14	5.8e-84	273.8	0.5	7.3e-84	273.5	0.5	1.1	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0200	DUF1186	PF06685.14	2.4e-111	366.9	2.4	2.7e-111	366.7	2.4	1.0	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0392	DUF1207	PF06727.14	2.9e-158	522.1	0.1	3.4e-158	521.9	0.1	1.0	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0616	DUF1343	PF07075.14	2.3e-90	299.4	0.0	2.7e-90	299.2	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0793	DUF1347	PF07079.14	0 1037.3	16.4	0 1037.1	16.4	1.0	1	0	0	1	1	1	1	-		
GCF_000210495.1_ASM21049v1_genomic_CDS_0578	DUF1494	PF07379.14	1.1e-87	288.2	0.2	1.3e-87	288.0	0.2	1.0	1	0	0	1	1	1	1	-
GCF_001729905.1_ASM172990v1_genomic_CDS_0478	DUF1547	PF07577.14	2.3e-116	376.2	20.6	4.2e-34	112.7	0.1	5.7	5	0	0	5	5	4	4	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0716	DUF1547	PF07577.14	3.1e-59	193.2	2.1	1.2e-36	120.9	0.4	3.0	2	0	0	2	2	2	2	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0482	DUF155	PF02582.17	1.8e-47	157.6	0.0	2.4e-47	157.3	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0360	DUF167	PF02594.19	7.3e-23	76.4	0.2	7.3e-23	76.4	0.2	1.4	2	0	0	2	2	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0927	DUF1725	PF08333.14	2.1e-08	29.6	0.6	6.8e-08	27.9	0.1	2.2	2	0	0	2	2	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0210	DUF179	PF02622.18	7.3e-39	129.2	0.0	8.4e-39	129.1	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0336	DUF2075	PF09848.12	6.7e-06	21.5	0.0	0.23	6.5	0.0	3.1	3	0	0	3	3	0	0	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0663	DUF2075	PF09848.12	0,00001	20.9	0.0	0.0012	14.0	0.0	2.2	2	0	0	2	2	0	0	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0471	DUF2179	PF10035.12	8.5e-21	69.5	0.0	1.9e-20	68.4	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0382	DUF2608	PF11019.11	1.5e-74	246.5	0.0	1.7e-74	246.3	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001213045.1_5082_8_5_genomic_CDS_0777	DUF2709	PF10915.11	9.9e-127	416.9	1.4	1.1e-126	416.8	1.4	1.0	1	0	0	1	1	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0310	DUF2764	PF10962.11	9.9e-102	336.1	5.9	1.1e-101	335.9	5.9	1.0	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0265	DUF3378	PF11858.11	1.3e-20	69.3	0.0	3.3e-20	68.0	0.0	1.8	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0167	DUF3491	PF11996.11	6.1e-181	599.4	0.0	7.5e-181	599.1	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0167	DUF3491	PF11996.11	7.7e-156	516.3	0.0	9.1e-156	516.1	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002776885.1_ASM277688v1_genomic_CDS_0169	DUF3491	PF11996.11	4.6e-97	321.8	0.4	5.5e-97	321.6	0.4	1.0	1	0	0	1	1	1	1	-
GCF_000590575.1_ASM59057v1_genomic_CDS_0168	DUF3491	PF11996.11	1.3e-14	49.0	0.0	1.4e-14	48.8	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001183845.1_ASM118384v1_genomic_CDS_0432	DUF3604	PF12228.11	0,000001	23.4	1.3	5.3e-06	21.0	0.0	2.4	2	1	0	2	2	1	1	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0002	DUF378	PF04070.15	8.5e-13	44.0	5.4	9.9e-13	43.7	5.4	1.1	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0424	DUF502	PF04367.16	4.1e-31	103.0	2.7	1.6e-30	101.1	0.2	2.1	2	0	0	2	2	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0295	DUF5070	PF16802.8	1.7e-111	365.3	0.9	1.9e-111	365.2	0.9	1.0	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0678	DUF5398	PF17376.5	1.9e-40	133.1	1.1	2E-40	133.0	1.1	1.0	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0272	DUF5399	PF17377.5	2.7e-58	191.7	0.7	3.2e-58	191.4	0.7	1.1	1	0	0	1	1	1	1	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0680	DUF5407	PF17401.5	8.7e-09	31.5	0.2	9.3e-09	31.4	0.2	1.2	1	0	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0588	DUF5414	PF17435.5	2.1e-123	404.8	4.6	2.3e-123	404.7	4.6	1.0	1	0	0	1	1	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0375	DUF5421	PF17458.5	2.3e-197	649.7	13.3	2.6e-197	649.6	13.3	1.0	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0007	DUF5422	PF17459.5	8.3e-105	343.5	11.0	9.5e-105	343.3	11.0	1.0	1	0	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0006	DUF5423	PF17461.5	1.9e-247	815.5	11.5	2.1e-247	815.3	11.5	1.0	1	0	0	1	1	1	1	-
GCF_000226605.1_ASM22660v1_genomic_CDS_0911	DUF5597	PF18120.4	2.8e-06	23.4	0.1	6.3e-06	22.3	0.1	1.6	2	0	0	2	2	0	0	-
GCF_001183805.1_ASM118380v1_genomic_CDS_0020	DUF5915	PF19302.2	2.6e-52	173.2	0.4	4.2e-51	169.2	0.0	2.2	1	1	1	2	2	1	1	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0778	DUF6753	PF20538.1	1.5e-08	30.4	0.1	1.8e-08	30.1	0.1	1.1	1	0	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0327	DUF687	PF05095.15	1.6e-121	402.4	2.1	1.3e-82	273.9	0.1	2.0	1	1	1	2	2	2	2	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0866	DUF720	PF05302.14	5.9e-55	180.4	16.2	7.4e-55	180.1	16.2	1.1	1	0	0	1	1	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0870	DUF720	PF05302.14	1.2e-53	176.2	25.8	1.4e-53	175.9	25.8	1.0	1	0	0	1	1	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0868	DUF720	PF05302.14	5.4e-48	157.9	28.0	7.2e-48	157.5	28.0	1.2	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0656	Dus	PF01207.20	5.6e-71	235.0	0.0	6.7e-71	234.8	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0290	dUTPase	PF00692.22	7.5e-29	96.0	0.0	9E-29	95.7	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001398295.1_7396_3_21_genomic_CDS_0940	dUTPase	PF00692.22	8.1e-17	57.1	0.0	1E-16	56.7	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0039	dUTPase	PF00692.22	1.8e-08	30.1	0.0	5.1e-07	25.4	0.0	2.0	2	0	0	2	2	1	1	-
GCF_000226605.1_ASM22660v1_genomic_CDS_0072	DXPR_C	PF13288.9	5.3e-28	93.6	0.0	9E-28	92.8	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000226605.1_ASM22660v1_genomic_CDS_0072	DXP_redisom_C	PF08436.15	3.2e-39	128.9	0.0	7.4e-39	127.8	0.0	1.7	1	0	0	1	1	1	1	-
GCF_000226605.1_ASM22660v1_genomic_CDS_0072	DXP_reductoisom	PF02670.19	3.9e-38	127.0	0.5	6.2e-38	126.4	0.5	1.3	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0586	DXP_synthase_N	PF13292.9	1.1e-97	322.4	0.0	1.6e-97	321.9	0.0	1.2	1	0	0	1	1	1	1	-
